1 194 17184 17183
2 196 18656 17183
3 198 17184 17183
4 198 17675 17183
5 202 16203 17183
6 202 16202 17183
7 201 17674 17183
8 199 19146 17183
9 198 19147 17183
10 195 20619 17183
11 195 19147 17183
12 192 20619 17183
13 195 20620 17183
14 194 22092 17183
15 193 20620 17183
16 192 20619 17183
17 190 20620 17183
18 189 22092 17183
19 188 20620 17183
20 189 19148 17183
21 191 20620 17183
22 190 22092 17183
23 189 21601 17183
24 188 23073 17183
25 187 23074 17183
26 188 21602 17183
27 189 21603 17183
28 190 20131 17183
29 190 20132 17183
30 192 20133 17183
31 190 20132 17183
32 190 21604 17183
33 189 23076 17183
34 189 21604 17183
35 186 21603 17183
36 186 20131 17183
37 189 18659 17183
38 190 18413 17183
39 192 18414 17183
40 194 18415 17183
41 196 16943 17183
42 197 16942 17183
43 196 16943 17183
44 193 18415 17183
45 195 18414 17183
46 194 18413 17183
47 194 18413 17183
48 195 19885 17183
49 197 21357 17183
50 198 19885 17183
51 194 19884 17183
52 193 21356 17183
53 194 21357 17183
54 194 19885 17183
55 191 19884 17183
56 189 21356 17183
57 188 21355 17183
58 187 21354 17183
59 188 19882 17183
60 191 19883 17183
61 190 19884 17183
62 191 19883 17183
63 192 21355 17183
64 193 21354 17183
65 194 21355 17183
66 196 21356 17183
67 197 21357 17183
68 197 19885 17183
69 198 18413 17183
70 198 16941 17183
71 197 16940 17183
72 197 15468 17183
73 197 16940 17183
74 197 17431 17183
75 196 17430 17183
76 198 18902 17183
77 199 20374 17183
78 200 21846 17183
79 200 21845 17183
80 199 20373 17183
81 201 20374 17183
82 197 20373 17183
83 193 20372 17183
84 192 18900 17183
85 191 18899 17183
86 191 18898 17183
87 191 20370 17183
88 192 20371 17183
89 194 20372 17183
90 193 20371 17183
91 191 20370 17183
92 191 18898 17183
93 191 17426 17183
94 191 18898 17183
95 190 18899 17183
96 185 19635 17183
97 184 19636 17183
98 183 21108 17183
99 184 19636 17183
100 184 19635 17183
101 187 20616 17183
102 188 20615 17183
103 191 19143 17183
104 191 19144 17183
105 190 19145 17183
106 190 19144 17183
107 189 20616 17183
108 190 19144 17183
109 193 17672 17183
110 193 16200 17183
111 195 14728 17183
112 197 14727 17183
113 195 13255 17183
114 193 11783 17183
115 192 11782 17183
116 190 11781 17183
117 188 13253 17183
118 189 13254 17183
119 191 14726 17183
120 189 14725 17183
121 187 16197 17183
122 188 16198 17183
123 186 17670 17183
124 186 16198 17183
125 186 16444 17183
126 188 15708 17183
127 186 17180 17183
128 186 18652 17183
129 185 18651 17183
130 188 18652 17183
131 188 20124 17183
132 188 20125 17183
133 186 20861 17183
134 187 20860 17183
135 188 20124 17183
136 188 18652 17183
137 189 20124 17183
138 189 18652 17183
139 189 18653 17183
140 190 18652 17183
141 193 20124 17183
142 196 21596 17183
143 195 23068 17183
144 195 24540 17183
145 195 25276 17183
146 192 26257 17183
147 191 27729 17183
148 193 29201 17183
149 192 27729 17183
150 191 27728 17183
151 192 26256 17183
152 189 26255 17183
153 187 24783 17183
154 188 23311 17183
155 187 23310 17183
156 188 23311 17183
157 189 22330 17183
158 191 21594 17183
159 189 22330 17183
160 192 22331 17183
161 191 23803 17183
162 193 23804 17183
163 193 22332 17183
164 192 21841 17183
165 193 23313 17183
166 195 23804 17183
167 197 22332 17183
168 194 22331 17183
169 192 22332 17183
170 194 23804 17183
171 194 23805 17183
172 194 22333 17183
173 192 23805 17183
174 191 22333 17183
175 188 20861 17183
176 183 20860 17183
177 188 20861 17183
178 183 20860 17183
179 182 20861 17183
180 184 19389 17183
181 183 19388 17183
182 184 18652 17183
183 185 20124 17183
184 187 20125 17183
185 188 20126 17183
186 188 19145 17183
187 186 20617 17183
188 188 19145 17183
189 187 19144 17183
190 187 19880 17183
191 188 19879 17183
192 189 21351 17183
193 190 20615 17183
194 189 22087 17183
195 187 21841 17183
196 189 23313 17183
197 188 23314 17183
198 188 23313 17183
199 185 23314 17183
200 183 23313 17183
200 183 23313 17183
201 183 22822 17183
202 186 24294 17183
203 186 25275 17183
204 185 26256 17183
205 181 24784 17183
206 183 24785 17183
207 184 23804 17183
208 186 25276 17183
209 189 23804 17183
210 187 24785 17183
211 187 23313 17183
212 191 21841 17183
213 191 21840 17183
214 192 20368 17183
215 193 20614 17183
216 193 20615 17183
217 194 19143 17183
218 196 19144 17183
219 195 19145 17183
220 197 19146 17183
221 197 19882 17183
222 197 19883 17183
223 197 21355 17183
224 197 22827 17183
225 195 22826 17183
226 195 22090 17183
227 195 22091 17183
228 197 22092 17183
229 197 22828 17183
230 198 22582 17183
231 196 21110 17183
232 196 21111 17183
233 200 22583 17183
234 202 22584 17183
235 199 21112 17183
236 199 19640 17183
237 195 21112 17183
238 196 19640 17183
239 194 19639 17183
240 193 19638 17183
241 192 19637 17183
242 193 19636 17183
243 193 18164 17183
244 196 18165 17183
245 197 19637 17183
246 196 19638 17183
247 196 19637 17183
248 199 19638 17183
249 200 19637 17183
250 196 19636 17183
251 196 19635 17183
252 197 18899 17183
253 196 19635 17183
254 196 18899 17183
255 196 18898 17183
256 196 20370 17183
257 194 21842 17183
258 195 20861 17183
259 196 21597 17183
260 197 21596 17183
261 195 23068 17183
262 194 23069 17183
263 193 21597 17183
264 192 21596 17183
265 189 20124 17183
266 188 19388 17183
267 188 17916 17183
268 187 19388 17183
269 186 20860 17183
270 182 19388 17183
271 183 19387 17183
272 183 19388 17183
273 184 20860 17183
274 186 19388 17183
275 186 20860 17183
276 188 19879 17183
277 187 19880 17183
278 187 21352 17183
279 186 19880 17183
280 184 20861 17183
281 183 19389 17183
282 180 20861 17183
283 182 20862 17183
284 186 22334 17183
285 185 23806 17183
286 184 23805 17183
287 183 24051 17183
288 186 24050 17183
289 188 25522 17183
290 189 25276 17183
291 189 25277 17183
292 188 25278 17183
293 189 25277 17183
294 188 25523 17183
295 187 26504 17183
296 190 26503 17183
297 191 26257 17183
298 189 26258 17183
299 186 26257 17183
300 186 26258 17183
301 186 26257 17183
302 187 25276 17183
303 188 26748 17183
304 191 26749 17183
305 191 25277 17183
306 190 26258 17183
307 188 24786 17183
308 194 23314 17183
309 195 21842 17183
310 196 20861 17183
311 196 20860 17183
312 197 21596 17183
313 197 20124 17183
314 198 21596 17183
315 201 21597 17183
316 202 20125 17183
317 201 18653 17183
318 201 19634 17183
319 201 19635 17183
320 198 21107 17183
321 197 19635 17183
322 197 18163 17183
323 196 19635 17183
324 196 19636 17183
325 196 19635 17183
326 198 19636 17183
327 198 21108 17183
328 198 19636 17183
329 198 18164 17183
330 196 19636 17183
331 192 19635 17183
332 189 19636 17183
333 188 21108 17183
334 187 21107 17183
335 186 21598 17183
336 185 21599 17183
337 184 21598 17183
338 180 23070 17183
339 181 24542 17183
340 186 24543 17183
341 186 23071 17183
342 184 23070 17183
343 185 23069 17183
344 184 23068 17183
345 186 23069 17183
346 189 23070 17183
347 186 23069 17183
348 189 21597 17183
349 191 20125 17183
350 192 20126 17183
351 191 18654 17183
352 187 18653 17183
353 187 17917 17183
354 183 17916 17183
355 184 19388 17183
356 185 20860 17183
357 184 20861 17183
358 184 19389 17183
359 185 17917 17183
360 185 19389 17183
361 185 19388 17183
362 184 18652 17183
363 186 18653 17183
364 188 18654 17183
365 189 17182 17183
366 191 17183 17183
367 190 18655 17183
368 192 18656 17183
369 191 20128 17183
370 191 18656 17183
371 192 17184 17183
372 194 18656 17183
373 194 17184 17183
374 194 15712 17183
375 192 17184 17183
376 191 16203 17183
377 191 17675 17183
378 192 18656 17183
379 190 20128 17183
380 190 21600 17183
381 190 20128 17183
382 191 18656 17183
383 191 17675 17183
384 189 19147 17183
385 191 17675 17183
386 193 17676 17183
387 192 17675 17183
388 193 17676 17183
389 192 16204 17183
390 194 14732 17183
391 194 14731 17183
392 192 14730 17183
393 192 14729 17183
394 193 14728 17183
395 191 16200 17183
396 189 14728 17183
397 188 14727 17183
398 188 13255 17183
399 190 13256 17183
400 187 13255 17183
400 187 13255 17183
401 188 14727 17183
402 187 15708 17183
403 184 17180 17183
404 184 18652 17183
405 183 18651 17183
406 183 18652 17183
407 184 20124 17183
408 189 21596 17183
409 189 20124 17183
410 189 20124 17183
411 190 18652 17183
412 190 18651 17183
413 190 20123 17183
414 190 20124 17183
415 191 18652 17183
416 191 20124 17183
417 188 19633 17183
418 190 18161 17183
419 189 19633 17183
420 190 19879 17183
421 189 21351 17183
422 190 19879 17183
423 189 21351 17183
424 190 19879 17183
425 191 21351 17183
426 191 21352 17183
427 188 21351 17183
428 190 21352 17183
429 190 22824 17183
430 189 24296 17183
431 188 24295 17183
432 189 22823 17183
433 190 21351 17183
434 191 19879 17183
